count,label,text_clean
3425,1,iloveyou mochi our lovely jimin
3426,1,i wanna cry we love you jen forever
3427,1,how could you not love him
3428,1,honestly one of my favorite things i love it
3429,1,siang2 dibikin sama oknum ksw sekarang nangis gara2 jeno were here for you support you no matter what we love u very much
3430,1,oh to be young and to feel loves keen sting
3431,1,sending hugs and love from russia i hope covid will leave and well finally see you
3432,1,we love you so so much and were so proud of you
3433,1,i love you
3434,1,i love this video
3435,1,seeing some of my twitch girlies grow faster than the gamestop stock and i absolutely love to see it
3436,1,bro i love twitter i literally have said this shit multiple times
3437,1,hello im late but i love you so much happy valentines day my valentino
3438,1,he looks so precious and adorable and i love him
3439,1,i love cdk man but why
3440,1,give me love
3441,1,i randomly met this cute lil puppy the other day and nowww i miss her sooo muchhh i love herrrr now i will ro
3442,1,happy birthday my love i hope your day is being amazing like you
3443,1,happy birthday jungwon we love you sm happyjungwonday
3444,1,i know that we are young and i know that you may love me but i just cant be with you anymore like thisalejandro
3445,1,omg omg omg look at her thats my girl ahhhhhhsgshsydgshsh i love everything about this
3446,1,i love you bestie
3447,1,lmaooo pls i still love this show tbh
3448,1,i miss you
3449,1,loves playing with my emotions
3450,1,wow so cool i love you
3451,1,i love you
3452,1,gurll i love youu
3453,1,i love you too
3454,1,its okay i love you anyways
3455,1,i need a hood nigga like my kuzzo he love his bitch amp took her out for her birthday i love to see it
3456,1,i love youuuu bb and goodmorning i hope you have an amazing day
3457,1,i just wanna be pure love
3458,1,tysm i love them
3459,1,oh my godddd i love yall so much
3460,1,youre the best i love you i love you
3461,1,aaaa love u too jake
3462,1,last
3463,1,wait hello i love u too
3464,1,i just love how u move park sunghoon
3465,1,ughh i love me some tatas some boobies some titties some rackalakas unas pinshes shishotas why do women
3466,1,why is it that in stories people love the shy girl but irl they couldnt care less why people are always ignored and overlooked
3467,1,i love you
3468,1,i love you moree
3469,1,my man was on the road for 8 hours to come spend valentines weekend with me i love him
3470,1,i thought all yoshi biased love mmm era cz yoshi slayed and he even got longer lines well i love mmm era the mo
3471,1,gjsdhshjsshbs i love you so much love
3472,1,having suzu eonni and ganghee on my mention tab me i love them so much
3473,1,hmmwith peace and love its not my fault men are trash
3474,1,hearts to show his love for us hes so
3475,1,and it was amazing i loved it so much
3476,1,bro xiaojun looks so frightened that he needs to explain his love for chocomints help him
3477,1,i know teaching while being home and homeschooling your own has to be insane sending you love a hug amp vodka
3478,1,im so sorry that job didnt work out for u i hope everything works out in your favor love u lou
3479,1,lmaoooo i love you
3480,1,i love sleepy leggy
3481,1,gn my love
3482,1,lmaooo everyone on the tl like i love jungwoos music taste and then he recommends justin bieber a minute later
3483,1,his nose is a work of art i love it so much
3484,1,happy birthday to the most beautiful hooman ever found here i love you soo much
3485,1,hi thank u for 34k moots lt3 lets interact moreee i love you all besties muah
3486,1,also i would love to be someones waifu too
3487,1,you love me too much ugh
3488,1,i loved it so much
3489,1,love yoouuuu
3490,1,love u dude
3491,1,i feel like a ge nius i love this chemistry class chapter
3492,1,jinyoung good night my love
3493,1,hi i love carmens cat thank you thats all
3494,1,thank u tiff love u
3495,1,im in love with jakes side profile hes so perfect
3496,1,cutt peppers without gloves and now my fingers spicy
3497,1,id love a bit of real social interaction right now quite honestly like brunch or a coffee date maybe even a walk
3498,1,i love minho so much
3499,1,yes it is kinda skdk i love to see aesthetically pleasing stuff
3500,1,thought it was the battle of the kendall lovers
3501,1,happy hearts day iloveyouallbts
3502,1,omg ayanna thankyou so much
3503,1,you love too much attention pano
3504,1,i love facetiming mey and jaz speak my language
3505,1,pls its okay
3506,1,love u girl follow me
3507,1,day 5 ten s gif i love this cant get out from my head 27dayswithten
3508,1,i love that shes implying she waited in line for the vaccine to tell them no
3509,1,i love this so much he is truly a prince
3510,1,mhm i see you still love me
3511,1,damn
3512,1,my best friend loves mei love and appreciate her so much
3513,1,love this film but its so heartbreaking
3514,1,bye i know some people who love that show and they were really sad
3515,1,i love him
3516,1,we are so lucky to have you as an idol thank you for everything you do for us we love you so much
3517,1,oh these yeah i have them
3518,1,i love you too enjoy your day
3519,1,i love this
3520,1,aww this is the new year resolution i love to see
3521,1,idk if i say this enough but i just love him so much
3522,1,i actually dont like kids irl i dont even understand why i love emma ray and norman so much
3523,1,i love all of u omg
3524,1,aaa jiieeeelove u more more and more
3525,1,i love this
3526,1,stop it dont lie pls but i love you gorgeouslt333
3527,1,how are you i hope very well i miss you so much i dont know why but its ok i send you a hug love you b
3528,1,is so hot and french and just has the biggest baguette i think im in love his thick acce
3529,1,and when i say im in love with you too
3530,1,i hope you know that you are loved and appreciated by many francine benchbillboard
3531,1,i got my daughter a dozen pink roses for vday i love being a mom
3532,1,its the way my nephew randomly comes up to me to press his cheek against mine and says i love you too kiki
3533,1,i obviously love chocolate covered strawberries amp im really craving some rn
3534,1,i hate seeing this topic how about we love each other equally lmao damn
3535,1,the majority of the tweets talking about wonho doesnt even include any hashtags the way yall love to talk abo
3536,1,ashton love me please
3537,1,i love you so much
3538,1,i love how you want me
3539,1,my love language
3540,1,good night angel i hope you rest well i love you so much from the bottom of my heart
3541,1,u made my dayyy
3542,1,youre gorgeous i love the fit omf
3543,1,jin sand taehyungs vocals in the ost i love this
3544,1,i love his music and im not physically attracted to him
3545,1,i was so in love
3546,1,i love cock idk about yall
3547,1,bless you for putting him on my tl i love both of you
3548,1,i love jaewins friendship sm
3549,1,whyhow am i only just now watching zac and mia my mans killin it i love it
3550,1,smol legs
3551,1,whats not to love
3552,1,just drove by where decadence was amp you crossed my mind i love you with all of me knowing amp loving you
3553,1,i love him so much
3554,1,i love them
3555,1,i made it with all my love for you
3556,1,shes my adorable bean
3557,1,eat my love enak banget
3558,1,i love you more
3559,1,i love that
3560,1,im so happy i love you and goldenness too this is the best gift for me
3561,1,kodak too little i love the chunky him
3562,1,someone will love you but someone isnt me
3563,1,i love this type of videos on insta lmao
3564,1,but its also my babys bday today so happy birthday my love i love you amp hopefully ill see you in 9 months
3565,1,i love your dad dana
3566,1,i genuinely love myscular women and sketching them at times
3567,1,ohhhhh this is so cute i love the colours you did such a good job
3568,1,omggg i missed the live
3569,1,you did your best today hope you have enough rest and goodluck tomorrow too goodnight sunoo i love you so much
3570,1,yunho gets love and victory at the same time hashshahs
3571,1,i deserve this type of love
3572,1,love this thread so much
3573,1,rightttttttt he was like please say yes and i just the sweetest thing
3574,1,plz hes so fckng soft for them look at that smile protect him at all costs he loves them sm
3575,1,look at u
3576,1,im sorry if someone made you think its hard to love
3577,1,hi im seeing everyone w the valentines box tweet and im anxious so individual replies are but hi mutuals i love
3578,1,watch me change my layout and dedicating it to dr yoon because thats how much i love dr romantic 2 rn
3579,1,i hate how busy i am this sem i dont even have time to sleep medical school be the death of me i need
3580,1,good night iloveyou so much
3581,1,loves you the most
3582,1,so onbrand gosh i love this man
3583,1,ngl i loved it
3584,1,pleeeease the sequence gave me goosebumps i loved
3585,1,thank youuu
3586,1,i think im in love
3587,1,it better not or we jumping him congrats on what you obviously deserve lovely
3588,1,im just here to tell cardi i love her
3589,1,elli youre so valid i love you im so fucking proud of you
3590,1,his lovely teary eyes
3591,1,wny every light skin nigga back then always wore a trench coat and leather gloves i knew a couple that looked like that
3592,1,i love you
3593,1,idk i just love this picture
3594,1,ah we rlly do love osco dont we
3595,1,if your not happy and love me just leave me alone
3596,1,amore
3597,1,his voice is beautiful he is beautiful kim seokjin is beautifulso much love and respect for him
3598,1,thank u my love
3599,1,that on my mind by sheloveskamo song has been in me head all day
3600,1,i love doors
3601,1,i love leelee
3602,1,i love my loyal clients
3603,1,i love youu
3604,1,i cant wait for the positions deluxe love u
3605,1,can you show me some love already i dont have a valentine but i really need some good clothes i hav
3606,1,exactly i get they want us to keep getting our education but theyre going the wrong way about it in a lot of ways
3607,1,i feel emo rn i love them so much oh god
3608,1,ohh i love ur edits lets be moots
3609,1,its thursday you know its skills day
3610,1,i love you
3611,1,i miss you toolove you
3612,1,our love for them is definitely above and beyond
3613,1,love me some her
3614,1,thank u jo i love the lil kitty if u can pls give them a kiss for me
3615,1,love you more
3616,1,plz come sub celebrate my birthday and love me
3617,1,i love you moreee partner
3618,1,im so in love with his beret cards
3619,1,ari thank you so so much lovely im literally so excited omggg i cant believe it
3620,1,poor rose just do whatchu want queen dont listen to them we love you
3621,1,i think its for tiktok lbvs a nice song for the girlies to do their arm dancing again
3622,1,love love
3623,1,aww this is so cute bahaha i love the lil hobi drawing of his shirt
3624,1,my first loveeee
3625,1,i love this
3626,1,she really is just
3627,1,so much love today
3628,1,beomgyu best boy i love this so muchh beomgyu
3629,1,thanks love
3630,1,like why will i be eating all that when they did not give me death sentence
3631,1,omg bestie im sorry ive been studying for the past few hours love u
3632,1,aaaa love u manuu
3633,1,omggggg youre so sweet i love youuuu but yuh im super grateful for youuuu toooo 8 years and many more to come
3634,1,i love you
3635,1,making love to you though you said it aint mine ella mai
3636,1,scoups or jeonghan pothank you for the ga
3637,1,hi my love
3638,1,i love youuuuuuuuuu so much
3639,1,a patient today said thanks for the lovely chat thats better than any kind of medicine bless your soul
3640,1,omg im shy
3641,1,tell miss girlie i love her
3642,1,this kid just gave me more reasons to love him more am indeed glad that you were able to apologize for y
3643,1,hey im literally miserable today please send love and good vibes
3644,1,chamber five love me right i like it bye im gonna cry
3645,1,johnny suh is the love of my life theres no particular reason for me to be pointing this out rn i just felt like saying it
3646,1,the way youre literally a blessing like wow so true bestiee i hope youre having an amazing day loves
3647,1,happy for you i had covid and its the worst
3648,1,my mom amp her fianc are rlly so adorable with each other i love that for her
3649,1,im in the circle 1 i love ya so muchhh
3650,1,i know for a fact what you know bout love was my most played song in 2020
3651,1,he has my whole heartttt
3652,1,oh my gawd you said what i was about to say love ya
3653,1,forever gonna be here to support you and help you grow into your greatest self babyboy i love you so much
3654,1,like yes im old im ur elder even if im younger than u or even if i barely reach ur shoulder id love to be ur baji ilu
3655,1,i love you so much
3656,1,i love hibachi
3657,1,i love the song and the skyline
3658,1,i loveeee youuuuu baekhyuuuuuun 6runner
3659,1,happy birthday mama i love you
3660,1,ningning has me by the throat i love her so much winning really being my 2 babies
3661,1,pls i love them sm
3662,1,happy galentines day we can celebrate late when were together next love u lots
3663,1,my best friend sends me random quotes throughout the day little does she know they keep me going love you ugly
3664,1,just got my grade back on a quiz and tell me why the professor loved my written response so much she gave me extra credit like wha
3665,1,same
3666,1,fall in love with jk in this jersey goddamn hot i miss jk in this era
3667,1,you know whats happening arent you this made me giggle thank you ros we love you ros ros you are loved
3668,1,oh no im so sorry for your loss mary and steve sending love and condolences
3669,1,i love them
3670,1,taehyung and his love to hoseok through the years
3671,1,all i need i love singing along to all of your songs i also love hawaii your such an incredible artist in so many ways
3672,1,i love her with every part of my existence
3673,1,yaaas at least sounds like the ship wouldve shipped and loved
3674,1,oomf not scandal
3675,1,hello i love you hope youre having a good day
3676,1,this kills me everytime
3677,1,we love you right back this hurts like a right person wrong time breakup but you deserve a better o
3678,1,he kisses me on the forehead im in love
3679,1,im so sorry for your lost i wish you peace and love
3680,1,i love you
3681,1,istg i m gonna yeet myself out bezzati to dekho
3682,1,i love u so much corey i hope youre doing okay
3683,1,sorry just love when people use this word to describe my brand
3684,1,yes i love that i want antis to follow me
3685,1,jiminie i love you
3686,1,this show has changed so many lives and is deeply heart warming and emotional to watch i love the fab five
3687,1,woke up this morning to some lovely messages about cubicle already and its warming my heart thank you
3688,1,i want my clit done so bad i do love my titty piercings though
3689,1,thank u bb i hope so
3690,1,lmao for the love of god
3691,1,out of everything i got these gotta be my favoriteshappy love day yall
3692,1,i fall more and more in love with this stupid ass nigga everyday lmao
3693,1,i love you but no
3694,1,my love
3695,1,i love all anipoke series even bw jn ruined my favorite anime of all time
3696,1,i love you syd
3697,1,i love herrrrr
3698,1,jongho id like to recommend atinys song i love this song wooseok hyung fighting he is such a sweetheart
3699,1,im in love with your dimples
3700,1,i hear they make some lovely cement
3701,1,yessss theyve been through so muchhh but they never give up i love them so so muchh ikon domination
3702,1,i would love to hear taehyungie covering my immortal by evanescence
3703,1,omgthank u so much
3704,1,ghada thank you so much bb i love and miss you lots i hope youre doing well
3705,1,whats nct 127 doing maybe for loveholic promotion
3706,1,i love minghao so much him doing hearts plz
3707,1,i can see the divorce coming cuz this was deadass the biggest type of clownery idk why sis loves to humiliate herself
3708,1,i love you so much sadie
3709,1,i love u so so much bestie
3710,1,yes i love that whole vlive but that smile that glow and the sandy brown hair looked sooooo good on him
3711,1,youll fall in love with them so fast dont worry
3712,1,i missed him hey tae i love u
3713,1,ugh i love the bayside and you guys are so beautiful
3714,1,i love you
3715,1,txt and enhypen in one framemy heartthe two boy group i love the mostim crying photo not mine i just see it
3716,1,right back at you lovely
3717,1,i love you toolt33
3718,1,happy valentines day taylor we will continue to fill your life with love as long a we breathe we love you so much
3719,1,i love u always and forever here si ate for u
3720,1,i love him but i think hes genuinely funny
3721,1,shes so cute catgirl af i love her
3722,1,take care i loveee yooou
3723,1,i love you too baby
3724,1,i dont see u on my tl that much
3725,1,pls i love you
3726,1,i love yuo hobi when are you coming
3727,1,yesterday was so fun and im even more excited for today spending time with the people you love is such a gift
3728,1,the other promisevector to the heavenssoras theme in the bg though i cried
3729,1,we love you twicey see youu after all this shit
3730,1,my card came today love you
3731,1,so cute you did great
3732,1,im abt to cry i love dream sm
3733,1,i love you but im never watching nascar with you again you have me a heart attack
3734,1,watching darling in the franxx and its making me think of twin flames i love the concept so much even though i k
3735,1,you made me emotional much love
3736,1,im very close to making this a love live acc bc everyone is dead so fuck it
3737,1,my bestfriend got me a heart shaped box of crystals i love her
3738,1,yes i loved it i love you so much
3739,1,i still love you
3740,1,i love my guys solo careers but like do yall miss exo as a whole too
3741,1,you too always remember that you are valid and loved
3742,1,i love you
3743,1,the reshoots were also a big factor
3744,1,ikr born singer is such s masterpiece
3745,1,no hate against jesse tho i used to love him that much that i got his merch
3746,1,i love u both so much
3747,1,idk why twitter wont let me do more than one but i love this one
3748,1,i love them so much
3749,1,the ever loving hobi may he always be surrounded by love and happiness
3750,1,i love love so much
3751,1,happy birthday to our spunky flower girl aerith no words can express how much i love u
3752,1,mama is def proud of you my love may her soul rest in perfect peace
3753,1,look at the messss your sister will love this
3754,1,its too late for me but i can stream love song
3755,1,im in love with em
3756,1,i love you
3757,1,love u
3758,1,as much as i love this business its taking a huge toll on my academics
3759,1,happy anniversary brother love you miss you my nigga till we again
3760,1,i was in high school i loved this show so much i hate that it never got finished
3761,1,watching happy couples always has me in my feels love is so beautiful im shocked at how patient but sure i a
3762,1,i love me a thicc women
3763,1,the discbanded group that i love
3764,1,thanks for the ga i would love to win im from algeria
3765,1,anytime love
3766,1,wow love and miss you so much thank you
3767,1,im in love with negan
3768,1,isnt fuwa rlly cute im inlove with his voice
3769,1,i know i know cant help to love them so much
3770,1,love you too
3771,1,chan i miss you already thank you so much for today please rest enough and stay warm i love you so much
3772,1,i am obsessed with this song i swear i love it pikipikivalentine
3773,1,i cant stop crying taehyungie i love youi want to take all your sadness awayjust if you know h
3774,1,i love you so much
3775,1,i love you tito
3776,1,i love u saturn
3777,1,im gonna miss you so bad my love take care tooo
3778,1,i simply block them lmao habshabsb awkward kasi
3779,1,pls i love you
3780,1,no i mean dont group me with the people who only like it live i love idol period
3781,1,but i love you ate ayu for many reasons
3782,1,thank uuuu u always showing my love to me i appreciate it so much we have to link up soon
3783,1,savage x fenty be taking all of my money i love wearing lingerie i still have sets i havent worn
3784,1,he said well shes family how could i not shouts out to my fav loser jacob levi so much love
3785,1,love
3786,1,made my day i love them so much
3787,1,lenners wtf when youre nice to me so all the time bully meg 20 byeweejfqdfdq i love uuuu i guess
3788,1,i love being cuddled from behind
3789,1,its amazing love it
3790,1,you deserve all the love and happiness dear stay blessed always queenie
3791,1,what if we get a new love story music video
3792,1,michaels love letter to jane janethevirgin
3793,1,i love exo so much been a fan since their debut and i grew up with them and i plan to gonna grow old with them
3794,1,i hope yall wake up and feel so much love
3795,1,hey love i miss you
3796,1,thats my type of energy love is love
3797,1,it wasnt my fault
3798,1,ken your ami hey my loves how are you
3799,1,nobody loves me
3800,1,nothing yet
3801,1,i lovee you queen
3802,1,what did she do
3803,1,i know the feeling but we cant force people to changeyou can only love them from a distance amp cont
3804,1,sorry
3805,1,aw thank u i love you too
3806,1,its been a year my love i miss you so much
3807,1,thank u love
3808,1,i love you so much my handsome man
3809,1,you always tell me ig
3810,1,i love how enhypen casually inputs tiktok dances into their dancey dance that dance live was fun
3811,1,i love you
3812,1,love you
3813,1,im love u
3814,1,yasi love you
3815,1,whats there not to love he speaks my love languages so well
3816,1,me too i love him
3817,1,emotions make you fall in love sometimes
3818,1,i love them so much
3819,1,the hardest thing to do is watch the one you love love someone else why i still feel the love and pain nth years ago paubayamv
3820,1,you dont understand how this is making me cry iloveyou so much lovestorytaylorsversion
3821,1,i love my pilgrim
3822,1,i love how i noticed kati is there
3823,1,aaaa i love u moreee
3824,1,or were getting clowned again
3825,1,ms chandlers like i have it all written i just type so slow and i dont like typing
3826,1,i wanna see this man one day i love him
3827,1,i love mi boyfren
3828,1,i love youu
3829,1,i love
3830,1,dae okay ra daeeee ill miss uu bothhhh mwaa love uuu
3831,1,i love you goodbye
3832,1,ayo someone find her im in love
3833,1,enemies to lovers
3834,1,thank you monica you are literally my spontaneous adventure buddy i love you so much
3835,1,i love hearing people tell people to go to therapy because they care and not as an insult pos
3836,1,hope you are alright too i love you so much
3837,1,thank you love i do love talking to you and its always so nice to see you in my notifson my time line lt3
3838,1,i love you
3839,1,i love this episode its top notch entertainment
3840,1,aww ale this is so lovely this is why i dont deserve you
3841,1,okay i love you all for interacting with a finger
3842,1,thank you d it made me curious i wish a could understand korean congratulations lt33
3843,1,pls do me a favor dont fall in love fall of a bridge it hurts less
3844,1,love love love mi sciolgoooo
3845,1,saaaaaarah my partner in gif threads and an amazing friend i love you lots and thank you
3846,1,oh god this drama is gonna break my heart i love the second lead too much
3847,1,why is tink so underrated i loved her since winters diary
3848,1,its so pretty i love it
3849,1,i love you what the heck
3850,1,breaking another milestone reached today the uk covid death toll has now exceeded 114000 well done johnson
3851,1,bro i actually love his fit its so cool his hair though has me like
3852,1,dream saying he loves and appreciates us i might have a soft spot for that man after all
3853,1,its because of your hardworks we loveyou so much
3854,1,brightwin killing us right now they make us feel better and because of that we love them so much moreproud snow
3855,1,i love you
3856,1,we love it here
3857,1,sabi na ehhh the last line omggg so good authornim i love i respect
3858,1,he literally just replied
3859,1,omg cant wait my love
3860,1,rereading the chaptersnanao is making me cryi love you talaga
3861,1,but i love you
3862,1,no problem i love your succubus sona
3863,1,i love my boys sm
3864,1,happy birthday you are an angel i love you so much i hope you have fun and enjoyed your day
3865,1,i love to see you do dances char
3866,1,doyoung ily ure a person who deserves a lot of love
3867,1,i love my ss friendshipwithkristsingtosp
3868,1,tell all my twitter mutuals that i love them i never got to own a pink villager plush
3869,1,you love me
3870,1,okay dino loves you so much
3871,1,ok done love you
3872,1,i love sierra she know i needs that dress idc idc
3873,1,my mama said why he got on oj gloves
3874,1,man i love ass so much ill caress and grab my womans ass for absolutely no reason
3875,1,damn yall dont be showing me no love on here i still fk with yall tho
3876,1,bruh
3877,1,niki thank you for working hard i love you so much
3878,1,i love u ry
3879,1,love you
3880,1,they need to make tiddy transplants a thing you with huge tiddies is also like so powerful like i would love to see it
3881,1,thank u u too yaaa
3882,1,happy birthday honeyyyy you deserve all love yoult333
3883,1,i would love some vapianos right about now
3884,1,stanworld wonho i love himmm
3885,1,im weak
3886,1,murder the moment my god im the serpent im sorry i cant see that you truly love me ptv
3887,1,oh no im inlove againjooniee i love you so much
3888,1,people who have never even been in proper relationships love giving relationship advice on the tl like how do you xav dude
3889,1,his expression while looking at her thats sooo full of love and admiration 6
3890,1,i have no background in drawing but the nation inspired me love you
3891,1,well im a cheap hoe then cause i love tory burch
3892,1,why do u like pain watching the person you love slowly fading
3893,1,oh god i love you
3894,1,i love you how are you so cute
3895,1,women are beautiful and blessings to this earth i love them
3896,1,can somebody tell that girl i love her
3897,1,i love you two
3898,1,ramuda baby i love you sorry saburo for not posting too much in your bday
3899,1,i love baby cuts theyre so fucking cute shtwt
3900,1,i love the ba ba ba they do
3901,1,twins
3902,1,jungwoo always craves for his members affection and attention 127 are so lucky they have jungwoo who loves them
3903,1,no no no i love you i am sorry
3904,1,michi you said that you love me i hope this is next too i love you very much
3905,1,she say she love me im not dumb bae thats what my momma say
3906,1,that is the i thought you loved me look
3907,1,you dont know how much i love my boss frm cotton on she literally volunteer to pay for my swab test
3908,1,0022 i just want this to be over and i can finally meet you i love you niall have a good day xx
3909,1,i dont need you but i love you
3910,1,i love youu so muchh
3911,1,yeah but id love her here
3912,1,heh cant relate every manga i love i must own
3913,1,dohwa i really love him
3914,1,youre so sweet i love you
3915,1,so sorry my love ive looked and cant find it
3916,1,i love her so much
3917,1,ooc i love that you love my spam
3918,1,im fine anna thankyou
3919,1,i would love that
3920,1,i love my friends
3921,1,whoa this is so heartbreaking i loved watching him on espn for years thats so young
3922,1,ohmygod hi i love your works jsjsj
3923,1,youve all worked so hard today thank you and love you
3924,1,its tied for top 1 with clannad and i dislike music genre youll probably love this cant w
3925,1,omggggg u made me cry with this one oh my godddddddd i love you so much
3926,1,love u sooooo much love
3927,1,i missed jack so much love that guy
3928,1,love your art
3929,1,idk if thats a good thing
3930,1,i love how fellow yneh stans are so supportive of each other where my real life fris could never
3931,1,i love u mame
3932,1,sobs i love u too
3933,1,lmaooooooo you didnt activate the love with money
3934,1,i love atchar but the armpits dont agree
3935,1,i love you tooo
3936,1,my friend did a whole reading for me like put on a word doc and everything why are these bitches so thoughtful i love them all
3937,1,help i just remembered ur promise thank youuu love u
3938,1,they are uneducated asf tho aint nobody want that love ugh its the toxic attentions for me
3939,1,i love you so much omg
3940,1,wtf i love sm
3941,1,i love you doesnt matter how many times you do this it always surprises me
3942,1,i printed that screenshot letslovejhope
3943,1,its love shawty
3944,1,he loves babies
3945,1,whoever big daughters jumped that lady smfh these kids dont have no type of remorse or love or morals let alone respect its very sad
3946,1,this is so cool i cant believe we actually did it love you
3947,1,i love you so much thank you bestfriend
3948,1,rose i love you
3949,1,i love all yall the only thing i really want boosted right now is this doodle of al being happy
3950,1,ahh yes such beautiful songs i love all his music so much
3951,1,i love that song but it seems she is gonna ruin it
3952,1,i love you too
3953,1,this is so cute i love blue clues
3954,1,its a love story baby just say yes
3955,1,missing you so so much my love
3956,1,i love the internet omg
3957,1,oh no sending lots of love and hugs across the miles hope your handsome floof is ok
3958,1,i really wanna play a character one day but idk if im asian enough i love being mixed but not as much in this case
3959,1,yes yes theyre so good for each other okay but i just also love the thought of prompto cuddling u
3960,1,i love him
3961,1,i love candles sm
3962,1,no but enhypen dancing i like it will be the death of us istg
3963,1,i love how this scene is so full of emotions nd genuineness i luv her
3964,1,walahi when davido said when money enter love izz sweeter he really wasnt capping
3965,1,mashiho we love you too my treasure last stage teumeswithtreasure treasure
3966,1,my son is everything i just love that kid so much man
3967,1,love you
3968,1,this made me feel so warm thank you chel i love uuu
3969,1,jin i love you giftfromjin jinsnotes
3970,1,aint never met a nigga who aint love a fupa
3971,1,im just being kind and saying i would decorate for you damn accept my love
3972,1,i love you and im here
3973,1,my condolences for you and your family weloveyounicki
3974,1,i cant stop smiling because of lovestorytaylorsversion
3975,1,its carolina hahshsj but youre so so sweet i love you
3976,1,i love you so much
3977,1,thank u ilyt
3978,1,i really love corn on the cob
3979,1,i love this thank you so much ill eat well
3980,1,he loves you too
3981,1,now i dont have to listen to the bootleg
3982,1,given given
3983,1,awe love you
3984,1,i love him
3985,1,my babies i love you guys so much
3986,1,i love u more
3987,1,junghoseok has that reassuring smile aahhh i love you so bad
3988,1,on everything i loved being pregnant
3989,1,i love you so much
3990,1,youre welcome bae
3991,1,im in love with my mailman
3992,1,im old im almost 21 gt but it is our dynamic i love you so so much baby bird
3993,1,you know i love all of this for you
3994,1,lmao im so serious tho i just never have free time to hang with anyone anymore its been awhile s
3995,1,i love him and miss him so much
3996,1,if i ever made music it would be the sappiest thuggish music ever like boosie distant lova thats a love song
3997,1,sob i love her so much
3998,1,my man is my biggest fan and i love that for me
3999,1,feeling unloved and excluded where am i
4000,1,i woke up to no notifications yeah nobody love me literally
4001,1,love you aleqyssss stay safe
4002,1,i love my boyfriend and his family always a good freaking time
4003,1,love u ur so lovely
4004,1,he loves her so much
4005,1,not me listening to cant stop falling in love by elvis and imagining singing it to my future wife at our wedding
4006,1,i just want good promotion this era we love you but pls dont come up with instagram layouts again
4007,1,char you arent useless or unwanted i promise i love you
4008,1,i love ur current carrd
4009,1,suzzette took me to get crocs and pick out jibbitz w each others initials i think she loves me or something
4010,1,i love this so much fong doesnt get lewder much youre a savior
4011,1,where would we be without the love and affection of an older black sisterfriend
4012,1,whattttt i wanna be loved like this
4013,1,fake love
4014,1,happy valentines day i love you
4015,1,jimin loml i love u so much i missed u
4016,1,i dont have a choice but to be strong you could do it i can do it love you
4017,1,i love my little home
4018,1,i love cats more than anything it hurts
4019,1,i love u
4020,1,my cat loves sunny days he just finds a window closest to the sun and stands it hes so cute
4021,1,damn im too lucky love bs
4022,1,6 yo run towards me makcik i love you xoxo diariseorangmakcik
4023,1,shit was a mistake but i love football
4024,1,im so in love with jimin it hurts
4025,1,working so hard i love him so much shooting back 2 back isnt an easy task but
4026,1,i loved stay tuned for danger but i cant play it anymore because it wont work on anything
4027,1,thank you so much for this message take care of yourself lots love
4028,1,love both so much but i went with pineapple cos i know not many would choose it
4029,1,love you
4030,1,i hope youre alright and remember youre loved appreciated and cared about
4031,1,i love you with every beat of my heart wallahi i care about u a lot i hope u know that
4032,1,i love youu
4033,1,i just love it here
4034,1,can we please appreciate olivia cooke for a second her recent filmography deserves much more love sound of meta
4035,1,yuuyuuu thank you love you am super thankful for you
4036,1,i love that scene so much i watch it literally everyday
4037,1,i love you so much
4038,1,i love double texts show me that you really wanna talk to me bae
4039,1,lrt one of my favorite artist finally drew gojo its amazing i love it
4040,1,wahhhh told you jiminnnnn i love his voice
4041,1,gasp111 i love your butcher
4042,1,thank you i love the both of you very much too
4043,1,i love him
4044,1,random but i love you guys so much miss ko na esbi
4045,1,mr abel fell in love with se olla as did we who fell in love with his review he said he loves us now its
4046,1,nah i love filling your mentions lmfaooa ill never forgive myself for typing that
4047,1,she also nailed this scene she is dying outside and his love dying inside mucizedoktor sinemnsal
4048,1,gulf is thousands of miles from me and yet i feel loved you are unique i love you so much i hope
4049,1,i love you luna
4050,1,shane
4051,1,thankyou 7ayatyyy i loveyou more
4052,1,doing so well rn likei love this
4053,1,ahhhhhi know i did not just see on the twitter trending page that black clover finna be ending ugh bro how far behind am i
4054,1,love u
4055,1,fake love yoongi
4056,1,my cute bub he always loves his fandom a lot i m so happy to be a part of this
4057,1,i love it hereee
4058,1,this man right here deserves the world plsi love him so much heroismyhero
4059,1,lunaaaa i love you too thank you
4060,1,i love goldenness as much as i love golden child thats the tweet
4061,1,taylor really loves twitter now and im just
4062,1,i love her music
4063,1,im sure she wouldve loved it
4064,1,shes so happy and i love this for her
4065,1,omg can i have the link
4066,1,one of the best bsides of be i love jhope and sugas rap and of course the soulmate vmin voices
4067,1,aww babies really love me
4068,1,i love you more bestie lets interact more
4069,1,daddie welovescoups
4070,1,mark my words imma learn this i love his verses so much
4071,1,i love you
4072,1,glad its not just me love u
4073,1,the first 23 oomfs that like my tweet i love yall
4074,1,love you been so supportive i could cry
4075,1,please 90s love has been stuck in my head all day
4076,1,its what namor deserves aaaaaah yes its so sad but i love it so much
4077,1,i really love taehyung
4078,1,exactly ppl just love being loud and wrong
4079,1,i love it here
4080,1,i love u
4081,1,aais just looks like someone didnt know how to spell ass
